Response.ID,Duration,Gender,Age,Age.cohort,Regional.Code,Number.Inhabitants,Text.CarbonTaxPolicy,Perceived.CarbonTaxKnowledge,Knowledge.Test1,Knowledge.Test2,Knowledge.Test3,Knowledge.Test4,Knowledge.Test5,Knowledge.Test6,Experiment.Group,CT.Effectiveness,CT.Fairness,CT.Object,CT.PersonalCost,CT.LowIncomeEffect,CT.TrustInPoliticians,CT.Acceptability,CT.Objective,CT.Effectiveness_Rev1,CT.Effectiveness_Rev2,CT.Effectiveness_Rev3,CT.Effectiveness_Rev4,CT.Effectiveness_Rev5,CT.Fairness_Rev1,CT.Fairness_Rev2,CT.Fairness_Rev3,CT.Fairness_Rev4,CT.Fairness_Rev5,CT.PersonalCost_Rev1,CT.PersonalCost_Rev2,CT.PersonalCost_Rev3,CT.PersonalCost_Rev4,CT.PersonalCost_Rev5,CT.LowIncomeEffect_Rev1,CT.LowIncomeEffect_Rev2,CT.LowIncomeEffect_Rev3,CT.LowIncomeEffect_Rev4,CT.LowIncomeEffect_Rev5,CT.Acceptability_Rev1,CT.Acceptability_Rev2,CT.Acceptability_Rev3,CT.Acceptability_Rev4,CT.Acceptability_Rev5,Allocation_Climate,Allocation_LowIncome,Allocation_Universal,EffectivenessOrFairness,Text.CTFairness,NumberOfPeers,NumberOfPeersClimChange,ExpectedSpanishAcceptability,InfoSpanishAcceptability,AcceptabilityAfterInfo,HouseholdSize,MonthlyIncome,Education,ClimateConcern,PoliticalView,PoliticalParty,CarUse,DrivingTime
343058952,379,2,20,2,12,4,"No solucionara nada, al igual que el impuesto sobre el alcohol y el tabaco no reduce su consumo.",3,1,2,2,1,2,2,2,3,4,3,3,2,2,4,2,2,5,3,2,2,3,5,4,4,4,3,4,4,4,4,3,4,4,4,4,3,5,4,4,4,70,15,15,3,Dar a cada uno lo que es suyo.,20,2,20,2,4,3,5,6,4,8,3,6,2
342984207,684,1,38,4,9,5,Positivo,1,3,3,2,3,2,2,1,4,3,1,2,1,1,2,2,2,4,2,4,3,3,5,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,60,30,10,5,Devolver lo invertido,9,0,100,2,4,4,7,6,3,11,17,6,3
342971157,1229,2,56,6,9,4,"Creo que como medida no esta mal pero lo que tienen que hacer, es dar mas facilidades para poder adquirir vehiculos que no produzcan este tipo de emisiones; que sean mas economicos y con las mismas prestaciones.",1,1,2,2,1,2,2,1,3,4,3,2,1,2,4,1,1,5,3,2,3,1,5,3,1,3,3,5,4,3,4,1,1,1,1,1,2,5,3,2,3,90,9,1,2,No creo que en esta question intervenga demasiado la justicia,42,3,50,2,1,2,7,3,4,11,7,4,1
342900068,571,2,24,2,1,3,"Es una propuesta necesaria y muy importante para el planeta. En mi opinion, deberian encrudecerla, de tal modo que si una empresa se pasa del limite varias veces seguidas deba parar su produccion o algo asi y no solo pagar una multa, porque la mayoria de las veces les conviene pagar la multa mas que reducir su consumo.",2,3,3,2,1,3,2,1,5,3,1,3,3,2,5,2,2,5,4,1,3,3,5,2,1,2,4,5,3,3,3,5,3,5,4,4,2,5,1,1,1,100,0,0,1,Lo que ahorramos de contaminar a la tierra que se use para investigar a contaminar menos,7,0,60,2,5,3,4,6,4,5,14,3,2
342923636,478,2,38,4,13,5,no estoy de acuerdo ya que se deben implantar otras medidas para evitar la contaminacion que no sea pagando el ciudadano como siempre,1,3,3,3,3,3,3,1,3,2,1,3,3,3,1,1,5,5,5,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,50,25,25,3,el reparto equitativo de las ganancias entre las personas que no tienen beneficios,30,10,2,1,2,3,3,6,5,1,4,1,1
343158844,659,1,68,7,5,4,No se,1,3,3,3,3,3,3,2,2,2,1,1,2,1,2,1,2,2,2,2,1,3,3,3,3,2,1,2,1,1,2,2,2,3,3,2,2,2,3,3,2,50,40,10,3,Politica,8,0,10,2,4,2,7,4,2,4,15,5,3
342868304,445,2,33,3,12,4,"Me parece muy bien, hay que reducir las emisiones de CO2",1,3,3,3,3,3,3,1,4,3,1,3,1,1,3,1,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,80,10,4,"Justicia para que se devuelva el dinero al consumidor porque no es culpa nuestra este tipo de problemas, es del Estado",5,1,75,2,4,3,2,5,3,1,1,6,2
343085550,879,1,70,7,12,4,Cualquier accion encaminada a reducir las emisiones de CO2 me parece positiva. Es necesario actuar contra el calentamiento global con todos los medios posibles.,1,1,3,2,3,2,2,1,4,5,3,5,2,3,5,2,4,5,5,2,2,4,5,4,2,3,3,5,3,2,4,5,4,4,3,2,4,5,4,2,3,50,50,0,3,Que pueda conseguir un equilibrio entre las acciones sobre el cambio climatico y el esfuerzo economico de la sociedad.,10,3,30,1,3,2,5,6,4,3,1,3,1
342910313,658,2,52,5,17,4,No opino,1,3,3,3,3,3,3,2,3,3,1,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,25,25,3,Prefiero no contestar,0,0,0,2,3,1,2,4,2,5,15,1,3
342918209,1974,2,39,4,12,3,No conozco,1,3,3,2,1,2,3,1,3,3,1,2,1,2,2,1,1,4,3,3,3,1,3,2,2,2,2,2,2,2,2,5,3,4,4,4,1,3,2,2,2,40,30,30,2,Equidad,15,1,20,1,3,4,4,6,2,5,1,6,4
343115885,1205,1,75,7,2,5,"Pienso que es un atraco a mano armada, como siempre disponen de politicas medioambientales a costa del ciudadano, politicas que por otro lado han puesto en marcha sin consulta al citado ciudadano",2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,3,1,2,2,2,3,2,4,2,2,3,2,3,2,4,2,2,2,2,2,3,3,3,3,0,0,100,4,"No se puede aplicar el concepto de justicia a un impuesto, como muchos de ellos, que es injusto, pero ademas una vez aplicado los recursos que se generasen con el seguro que seguirian para alimentar a los propios Gobiernos",40,0,10,1,2,2,7,6,2,7,2,2,1
342977689,891,2,59,6,12,2,"No me gusta, lo que tienen que hacer es tratar que no se usen, usar energias limpias, esto es como lo de las bolsas de plastico si se pagan se siguen usando. NO hay que usar plasticos de un solo uso ni lo que provoque CO2",2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,3,3,4,1,1,4,4,3,1,1,4,4,4,1,2,3,2,2,1,1,2,3,3,1,1,30,70,0,4,"Que no paguen los que tienen menos ingresos lo mismo que los que tienen mayores ingresos, ademas estos ultimos seran los que provoquen mas co2 porque tienen mayor capacidad de gasto y no se preocuparan por ahorrar con lo que produciran mas co2",10,4,1,2,1,3,3,6,4,3,4,3,1
343086676,1051,1,75,7,9,5,No tengo ni idea,1,1,3,2,3,2,2,1,3,3,3,3,2,1,3,1,3,4,4,1,4,3,4,4,2,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,50,30,20,3,Reparto equitativo proporcional a los ingresos familiares.,10,3,50,2,4,2,6,5,3,5,16,5,4
342883272,836,1,43,4,1,2,Se deberian tomar las medidas necesarias para que paguen los que contaminan y en funcion de su capacidad economica es decir que pague mas quien mas tiene pues a algunas empresas les sale rentable pagar las multas,1,3,3,3,3,3,3,2,3,2,1,2,1,1,4,2,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,1,2,2,2,3,3,3,3,3,10,45,45,3,Reparto equitativo,20,5,15,2,3,4,4,6,2,3,1,6,3
342913730,712,2,46,5,17,4,Seria eficiente si logra reducir las emisiones de CO2 pero deberian dar alternativas para no usarlo,1,1,3,2,1,2,2,1,3,4,3,2,1,2,4,2,2,4,4,3,3,3,4,4,3,3,1,4,2,3,4,5,3,4,4,4,4,4,3,3,3,30,30,40,3,Tratar igual situaciones iguales compensando las diferencias,25,0,10,1,4,1,5,6,3,7,15,5,2
342926175,749,1,35,4,13,5,populismo,3,1,1,3,1,2,2,1,1,1,4,2,1,1,2,1,1,1,2,3,3,2,2,3,3,3,2,2,2,2,3,2,2,3,3,3,2,2,3,3,3,30,40,30,2,Justicia es dar a cada uno lo que aporta a la sociedad por su esfuerzo,100,10,20,1,2,4,5,6,2,5,5,6,3
342984235,444,1,56,6,9,5,muy mal,1,3,3,3,3,3,3,1,2,1,1,2,1,1,2,1,4,3,2,4,3,2,3,3,3,4,3,3,3,3,3,1,1,1,2,1,4,4,3,3,3,30,10,60,3,que todos tengamos los mismos beneficios,15,0,10,1,4,3,7,4,4,8,16,4,3
342900752,706,2,35,4,1,1,"Pienso que en la actualidad, lo que mas importa a la sociedad es el dinero. Que solo actuamos cuando nos tocan el bolsillo. Es lamentable, pero si es la unica solucion, lo veo bien.",2,1,1,2,1,2,2,2,4,4,1,2,2,2,4,2,1,4,2,3,4,2,3,2,4,3,3,3,3,4,3,5,3,4,4,4,4,4,4,4,4,30,20,50,3,"como su nombre indica, lo mas justo para todos. Que todas las partes salgan lo mas favorecidas posible.",100,10,70,1,5,2,5,6,5,6,3,6,4
342990253,544,2,49,5,12,4,"Me parece muy buena idea, hay demasiada contaminacion",1,1,1,3,1,3,3,2,4,5,3,3,4,2,4,2,4,4,4,3,4,4,5,4,2,5,4,5,5,5,5,5,3,4,2,1,4,5,5,2,5,70,20,10,4,No todos tienen el mismo poder adquisitivo y pueden hacer uso de las cosas,15,3,20,2,5,2,3,3,5,11,15,5,3
342675394,382,1,43,4,9,2,"Es injusto, pues es un impuesto indirecto",2,1,3,2,1,1,2,1,4,1,1,1,1,1,1,1,2,2,3,2,2,3,4,4,3,4,2,3,3,3,3,4,3,3,3,3,3,3,2,2,3,50,10,40,2,Reparto equitativo de las cargas impositivas,50,12,20,2,2,3,5,6,4,3,1,6,2
343115513,736,1,22,2,10,2,"Me parece muy correcta la implantacion de esta medida,ya que se debe reducir o eliminar la emision de carbono. Al mismo tiempo creo que el impuesto no es totalmente eficaz, debido a que muchas empresas prefieran pagar la multa porque el beneficio que generan todavia es muy superior. Por ello,me parece una medida buena para empezar pero en mi opinion deberian acabar con la emision de manera radical",2,1,2,2,1,3,1,2,4,4,3,5,3,4,5,2,4,5,4,4,4,4,5,4,4,4,3,5,5,4,4,5,5,4,5,4,4,5,4,4,4,60,20,20,2,"Igualdad, equidad",80,10,85,2,5,4,4,4,5,4,4,5,1
343104091,713,1,69,7,5,4,Puede que este impuesto ayude pero es un impuesto mas,1,1,1,2,3,2,2,1,3,1,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,3,3,5,4,3,3,3,3,4,4,4,4,4,20,35,45,2,Realizar algo importante para la sociedad,20,3,15,2,4,2,7,6,3,10,2,5,3
342969033,1898,2,43,4,9,1,"Que no es una solucion viable, solo es punitiva, no es la educacion que tenemos que dar o implementar.",2,1,2,2,1,2,2,1,2,2,4,1,1,1,1,1,4,3,4,4,4,4,3,4,4,4,3,3,3,3,3,5,3,4,4,4,4,3,4,4,4,10,45,45,3,"Para mi es ser equitativo, el impartir los mismos recursos a todos o tener en cuenta las personas con menos recursos.",99,3,0,2,1,2,4,6,3,4,6,4,3
342984642,602,2,37,4,9,2,Muy bien,1,3,3,3,3,3,3,1,4,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,30,40,3,No lo se,40,1,20,1,3,4,7,4,3,1,6,1,1
342977561,572,2,42,4,1,4,Impuestos hasta por respirar,1,1,3,2,3,2,2,2,2,1,4,1,1,1,1,1,2,1,1,1,1,5,5,5,5,5,5,3,4,5,3,5,3,3,5,3,5,3,3,5,3,0,100,0,3,La justicia a veces no es justa,20,0,0,1,1,4,4,5,3,3,1,6,2
342971001,1593,1,28,3,2,5,NO TE CREAS NADA DE LO QUE DIGAN,2,1,3,3,1,3,3,1,4,4,1,2,1,2,5,1,4,5,3,5,4,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,45,20,35,3,PARA MI JUSTICIA EN IMPUESTO DE CARBONO SERIA RELATIVO A MEJORAR LOS ASPECTOS CLIMATICOS Y FOMENTAR LAS ENERGIAS RENOVABLES,30,10,50,1,2,2,7,6,4,6,3,6,3
343056659,1607,1,75,7,14,4,"Creo que es necesaria la implantacion de un impuesto al CO2 a nivel estatal porque Espa?a es, de entre las grandes economias europeas, la que mayor incremento de las emisiones ha sufrido.",2,2,2,2,1,2,2,2,5,5,1,2,2,2,5,2,2,4,4,3,4,2,4,3,2,3,2,4,2,4,4,5,3,4,4,4,2,4,4,4,4,70,20,10,2,"Para mi la justicia es el conjunto de reglas y normas que establece una sociedad, para lograr un bien comun en las relaciones entre personas e instituciones, autorizando, prohibiendo y permitiendo acciones especificas",45,5,89,1,5,4,3,2,4,6,3,4,3
343112377,1408,1,70,7,12,4,"Los impuestos no arreglan el problema, solo perjudican a los ciudadanos. Si tan malos son los combustibles derivados de carbon, que busquen alternativas.",1,3,3,2,2,2,2,2,1,1,4,1,1,1,1,1,5,5,5,5,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,0,0,1,no confio en que el impuesto sea aplicado para lo que dicen los politicos,25,0,10,1,1,2,4,5,4,7,17,6,2
342988427,956,2,45,5,10,4,Pienso que si ese impuesto no grava mucho al consumidor estaria bien. Pero los gobiernos podrian estudiar otras alternativas de energias renovables y fomentarlas mucho mas. Todavia existen muchos intereses economicos de paises que controlan ese tipo de energia.,1,1,1,2,1,2,2,2,4,1,1,3,1,1,3,2,2,4,4,1,2,3,3,4,2,3,2,3,3,3,3,5,2,5,4,4,1,5,4,5,4,50,25,25,3,Que el que tenga mas ingresos economicos no reciba misma cantidad de ingresos luego,55,30,10,2,4,3,3,6,3,1,1,4,1
343092929,593,1,23,2,14,1,Deberia ser proporcional. Regularse segun parametros objetivos y externo.s Legislacion de diferentes leyes administrativas y penales rigurosas,3,1,2,1,1,2,2,2,4,5,3,2,1,1,4,1,3,5,2,4,4,4,3,3,4,3,3,5,3,3,5,5,3,4,5,4,4,5,4,5,4,50,30,20,2,Igualdad tanto una misma situacion,40,5,50,1,2,5,3,6,3,6,5,6,3
342977117,694,2,32,3,13,4,"Si tenemos que cambiar la forma de usar las calefacciones, coches... Primero deberian adaptar las medidas que son necesarias. porque mucho bombo a los coches electricos y luego no se pueden recargar...",2,1,3,2,2,2,1,2,2,4,1,1,1,2,1,1,2,4,4,1,2,2,5,2,5,4,2,5,3,4,3,2,4,5,5,5,4,5,4,4,4,70,20,10,2,Si es para que se contamine menos lo normal es que los ingresos sean para investigar sobre energias que nos valgan a todos y no contaminen. Asi nos beneficiamos todos,50,5,70,2,4,2,7,6,4,11,14,6,3
342925143,1268,2,68,7,13,5,no entiendo de esas cosas,1,3,3,3,3,3,3,1,4,3,1,3,3,3,4,3,1,1,1,1,1,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,5,5,5,5,5,30,20,50,3,no entiendo de estas cosas,30,3,30,1,4,3,7,3,3,5,16,1,3
342912108,912,2,57,6,3,4,"Me parece bien, siempre que el impuesto se emplee en medio ambiente",1,1,3,2,1,2,2,2,4,4,1,5,1,1,4,1,2,1,4,2,4,3,5,3,3,3,3,5,3,4,4,5,5,4,4,4,2,5,4,4,4,100,0,0,1,Que nos beneficie a todos,30,2,50,1,4,2,3,6,5,1,4,3,3
342686164,636,2,27,3,2,5,"Me parece mal, lo que yo contamino con mi coche en un a?o lo contamina cualquier avion en un viaje.",2,3,3,3,3,2,2,1,2,1,1,2,2,1,2,1,3,4,3,4,4,2,4,2,4,5,3,4,3,4,4,5,2,5,4,4,2,3,2,4,4,20,0,80,5,Todos por igual,25,5,25,1,2,3,4,5,3,4,1,5,2
343111809,1529,1,69,7,12,4,cerrar las minas seria el inicio del proceso siempre unido y empleando a los afectados en energias alternativas. El gobierno del PP fue un descerebrado que no nos permitio seguir siendo punteros en este tipo de energias  con su famoso impuesto al sol.,2,2,3,2,1,2,1,2,4,4,1,3,2,1,4,2,1,4,2,1,1,1,4,2,1,1,4,3,3,4,3,2,3,3,3,2,3,2,4,2,3,75,15,10,4,justicia es no favorecer a las electricas tradicionales especialistas en artima?as (siempre tienen perdidas) y lobbys para influir y sobornar a la clase politica,70,0,35,1,4,2,6,6,3,4,17,4,2
342731719,249,2,24,2,13,4,Nada,1,2,2,1,3,2,1,2,4,2,4,5,1,3,4,1,2,3,2,5,2,4,1,1,4,1,3,2,1,2,1,4,1,2,4,3,4,2,2,1,3,50,20,30,4,Nada ,5,1,50,1,3,3,4,4,3,4,17,1,3
342974823,632,2,74,7,10,2,No lo se,1,3,3,3,1,2,3,1,4,3,1,3,2,2,3,2,2,4,3,1,3,2,4,3,1,3,3,3,3,3,3,5,3,4,5,4,2,4,4,2,3,80,20,0,3,Si no para que se quiere implantar ese impuesto,10,0,10,1,4,1,3,3,2,5,17,1,1
342979922,1235,1,31,3,10,5,"Me parece medio bien, no se va a solucionar el problema cobrando al que mas contamine, dado que el que mas capital tiene puede seguir contaminando. Lo que se debe hacer es legislar prohibiendo determinadas practicas contaminantes y promoviendo con subvenciones e iniciativas para crear productos biodegradables como los cubiertos/vasos y pajita desechables de carton, o que las bolsas sean biodegradables obligatoriamente en lugar de poner un impuesto para cobrarlas y seguir haciendolas de plastico, no tiene sentido alguno. Regresar al vidrio y devolver el dinero de los envases tal y como se hacia antes, costumbre que han mantenido otros paises. Mas transporte publico a areas rurales y seguridad normativa con subvenciones sin trampa de vehiculos electricos, mas innovacion para que estos mejoren sus especificaciones (tiempos de carga y Km recorridos sin repostar), transparencia en los Km que puede recorrer REALES el electrico, modificar la pegatina 'ECO' de la DGT dado que es un cachondeo ",3,1,2,2,2,2,2,1,4,4,1,2,2,1,4,2,1,5,2,2,2,2,5,2,2,2,2,5,3,2,3,3,5,4,3,4,1,5,2,1,2,100,0,0,3,"En una situacion en la que ha habido una descompensacion entre dos partes por causa de una de ellas, la justicia trata de equilibrar la balanza obligando a la parte culpable a reparar el da?o causado y ademas a compensar con una indemnizacion las molestias.",100,10,50,2,4,5,7,6,4,11,14,6,2
342969542,351,2,57,6,1,4,ninguna opinion,1,3,3,3,3,3,3,1,3,3,1,4,5,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,0,50,50,6,ninguna opinion,50,0,0,1,1,2,3,4,2,11,17,5,3
342972088,970,2,48,5,7,4,Facil no puedo vivir sin respirar con lo cual me parece perfecto,2,1,3,2,1,1,2,2,4,4,3,2,2,1,4,2,2,5,3,2,3,2,5,2,2,2,3,5,2,2,2,1,5,2,2,2,1,5,2,2,2,100,0,0,2,Insisto respirar,50,30,60,2,5,3,5,6,4,5,15,5,3
342984887,643,2,49,5,4,4,Todas las medidas que se tomen para reducir emisiones me parecen bien,1,3,3,3,3,3,3,1,4,4,1,3,3,1,3,2,4,4,5,3,3,4,4,4,3,3,4,5,4,3,3,4,4,4,3,3,4,5,4,3,3,75,25,0,2,Reparto equitativo,50,5,15,1,4,4,4,3,4,5,1,5,1
342733578,902,2,21,2,12,4,Imprescindible,1,1,2,2,1,3,2,2,4,5,1,2,2,2,5,2,2,4,4,1,2,3,5,4,1,2,4,5,5,4,5,4,5,5,4,4,2,5,4,1,2,80,20,0,3,"Lo justo es que todos podamos disfrutar de un planeta tierra habitable, no tanto la compensacion economica. Aunque es comprensible y responsable que haya una compensacion economica para aquellas familias para las que suponga un gran esfuerzo asumir el impuesto al carbono.",70,15,70,1,5,3,3,4,5,3,1,1,1
343085579,1102,2,53,5,10,5,Necesario para que realmente se evolucione,1,1,1,2,2,3,3,2,5,3,3,2,2,3,4,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3,4,3,4,4,60,20,20,6,Deber,90,0,20,1,4,4,7,5,4,8,5,6,3
342979564,479,2,51,5,8,1,No quiero mas impuestos de nada.,2,1,3,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,4,3,4,4,3,3,2,2,2,2,3,2,3,3,3,5,4,3,3,3,0,100,0,4,"Igualdad de oportunidades en igualdad de condiciones y, si no las hay, criterios de prioridad para los mas vulnerables.",10,2,20,2,3,2,7,6,2,2,15,6,3
343038655,1605,2,66,7,10,4,"Creo que es urgente cuidar el medio ambiente de todas las formas posibles y reducir al maximo las emisiones de CO2. Esta bien implementar un impuesto pero que sea el gobierno que mayormente se haga cargo y no solamente los pobres ciudadanos, que bastantes cargas tenemos ya.",1,1,2,2,1,2,2,1,2,2,3,2,1,2,3,2,2,4,2,2,5,2,4,2,3,5,2,4,2,4,5,4,2,4,4,3,2,3,2,3,4,50,0,50,3,"Creo que todos los hogares deberian beneficiarse por igual, pero que tambien utilicen parte para proyectos climaticos.",12,6,15,2,4,1,7,5,3,7,3,6,2
342877536,663,2,39,4,7,4,"Me parece correcto que pongan un impuesto a los combustibles fosiles pero tenia que poner ventajas en energias renovables como coches electricos, reciclaje de plastico y las energias solares que podiamos ser un pais puntero y no se incentivan",1,1,2,2,1,2,2,1,2,2,1,2,1,2,4,2,4,5,5,5,4,3,5,4,4,4,3,5,3,4,4,4,5,5,5,4,4,5,4,4,4,90,10,0,1,Si van los ingresos al medio ambiente nos beneficiamos todos,50,10,1,2,4,3,4,6,4,2,17,6,5
342917542,702,2,44,4,13,3,"Me parece bien, pero que sea asumido por las empresas",1,1,1,3,1,3,2,2,4,4,1,2,2,2,4,2,3,4,4,5,4,3,4,4,4,4,2,4,3,4,4,2,4,3,4,4,2,4,3,4,4,30,10,60,3,equidad,30,1,50,1,4,5,7,6,3,6,14,3,1
342894048,486,2,36,4,14,2,no se,1,3,3,3,3,3,3,2,2,3,1,2,2,2,2,1,2,2,4,4,5,2,3,3,2,5,4,3,4,5,5,5,3,4,4,5,2,3,4,4,5,0,0,100,3,justo es que todo el mundo tenga los mismos beneficios,20,0,0,2,4,2,3,3,2,7,5,6,3
343087220,477,2,38,4,1,5,Me parece mal que siempre el cliente final sea el que pague los impuestos. Deberian cobrarselo a las industrias.,1,3,3,3,3,3,3,2,3,2,1,2,1,2,2,1,2,4,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,5,4,50,0,50,3,el mismo trato a todas las personas,25,2,0,1,4,2,4,6,3,2,1,3,1
342978059,1356,2,56,6,2,2,"No se hasta que punto a mi me afectaria directa o indirectamente ese impuesto, pero creo que por lo general, cuando por algo nos hacen pagar, somos mas propensos a cumplir con la ley. Otra cosa es que este impuesto luego este debidamente gestionado y de verdad llegue a repercutir en que se establezcan bases y limites para reducir las emisiones de CO2.",1,1,1,2,3,2,2,1,4,4,1,2,2,1,4,2,1,3,2,4,4,2,4,2,4,5,1,5,2,5,5,5,4,4,4,4,2,4,2,5,5,40,0,60,4,"Que tengamos todos los mismos derechos. En todos los hogares se pagaria el impuesto, con lo cual en todos los hogares se tendria derecho al beneficio.",70,10,40,1,5,4,4,4,4,8,2,4,2
342970524,691,2,35,4,13,5,"En primer lugar, creo que el impuesto deberia ir orientado fundamentalmente a grandes empresas, que son las que mas contaminan y las que tendria un mayor efecto. Sin embargo, todo parece indicar que al final acabaremos pagando los ciudadanos. En si, el impuesto es buena idea en los ambitos donde hay alternativa energetica suficiente (automocion, por ejemplo)",1,1,2,2,2,2,2,2,4,4,1,4,2,2,5,2,4,5,4,4,5,4,5,4,4,5,2,5,4,5,5,5,3,5,4,4,4,5,5,4,5,50,20,30,4,Que sea equitativo y solucione los problemas derivados de la aplicacion del impuesto,15,3,40,2,5,2,4,6,4,2,4,4,3
342891653,773,1,69,7,10,5,necesario ya que es la unica forma de concienciarnos sobre el problema,1,1,3,2,1,2,2,1,4,5,3,2,2,2,5,2,2,5,5,4,5,4,5,5,3,4,4,5,4,5,4,5,3,5,3,4,3,5,4,3,4,40,35,25,2,compromiso social,30,2,70,2,5,2,4,3,3,9,5,5,2
343082214,1437,1,48,5,5,4,"Me parece una buena iniciativa, el problema es que lo acabamos pagando los consumidores. Deberia legislarse sobre la obligacion de que las compa?ias energeticas cambien a modelos de produccion sostenibles y limpios.",2,2,3,2,1,3,2,2,4,5,1,2,2,2,4,2,4,5,4,2,3,5,5,4,1,2,3,5,4,4,4,5,4,5,2,2,4,4,5,2,3,70,25,5,4,"La justicia es el equilibrio impositivo. la contribucion fiscal de cada uno en funcion de su poder adquisitivo. Las empresas deben hacer un mayor esfuerzo, mientras que las familias con bajos recursos deben ser ayudadas.",15,5,98,2,5,3,7,6,4,7,3,5,2
342934675,445,2,22,2,16,4,Que esta mal ya que al final pagan los consumidores mientras que las empresas van a seguir pagando lo mismo cuando son ellas las principales responsables de ser o no sostenibles,4,1,2,2,2,2,2,2,2,2,1,1,1,1,4,1,4,5,5,2,4,4,4,4,2,4,3,5,4,2,4,5,3,4,2,2,4,5,5,2,4,60,40,0,4,"En cuanto a como de perjudicados se veran, el que sea equitativo y no se vean tan perjudicados",15,6,20,2,4,3,4,5,5,2,4,5,2
342708612,1312,1,56,6,1,2,"El impuesto debe ser muy util, pero paralelamente se deben fomentar otras tecnologias como la electrica o el motor de hidrogeno como alternativa a la combustion.",2,1,3,2,1,2,2,1,4,3,3,2,1,3,4,2,2,5,4,2,3,2,5,3,3,3,4,5,4,3,4,5,4,4,4,4,4,5,4,3,4,80,10,10,3,Que el reparto de los ingresos sea igualitario y ponderado. Y que se favorezca adecuadamente la investigacion.,10,2,30,2,4,4,3,6,3,3,1,5,3
342902102,1206,1,44,4,13,1,Cualquier medida que favorezca mas a los que tienen mas recursos frente a los que no los tienen no me parece adecuada.,2,1,1,2,1,3,2,2,4,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0,100,0,5,"En este contexto la justicia se explica de la siguiente manera: si impongo un impuesto de carbono debere implementar un gasto de personal que gestione casos particulares relevantes (vease aquellos que por trabajo o familiares a cargo precisan de vehiculo, y a su vez no tienen ingresos para cambiar de vehiculo). Asimismo, la devolucion del impuesto recaudado a las familias con menos ingresos es injusta por que, primero, no tener ingresos bajos no garantiza el buen uso del vehiculo y, segundo, devolver implica que primero se debe adelantar un dinero, y si tienes bajos ingresos igual no puedes adelantarlos. Otro ejemplo, Madrid Central no fue una mala medida, pero fue totalmente injusta pues aquellos que tenian bajos ingresos como para cambiar de vehiculo, y no podian usar transporte publico, y estaban obligados a pasar por alli; no tenian opcion de presentar su caso en ninguna instancia; fue y es una medida que favorece a los mas pudientes y perjudica a los mas desfavorecidos.",50,40,25,2,1,4,3,6,4,3,1,3,3
342918482,1417,2,22,2,7,4,"no es la solucion, no es una medida efectiva, no reduce las emisiones, solo afecta a la poblacion, el impuesto afecta a los mas desfavorecidos y no a los grandes contaminantes como por ejemplo las empresas, fabricas...",1,3,3,3,3,3,3,1,2,2,1,2,1,1,2,1,2,4,4,4,4,4,5,5,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,70,20,10,3,igualdad de oportunidades adaptada a la situacion,40,15,10,1,4,3,3,6,4,1,4,3,2
342967767,494,2,47,5,15,1,Creo que se deberian buscar otras soluciones y no solo implantar impuestos.,1,1,2,3,1,2,2,1,2,1,1,1,1,1,1,1,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,33,33,34,3,que sea justo,99,10,30,2,3,4,4,5,2,3,16,6,4
342974171,697,2,35,4,9,5,"Creo que los gobiernos deberian ser mas valientes y no solo implementar impuestos sobre los combustibles contaminantes, sino q deben apostar definitivamente por combustibles eco que no da?en el medioambiente.",1,3,3,3,3,2,3,2,2,1,1,1,1,1,4,1,4,4,5,4,4,4,4,5,4,4,3,5,4,5,5,5,5,5,5,5,4,4,5,4,4,50,50,0,4,Que las personas con menos ingresos se vean beneficiados de un impuesto que les afecta tan directamente.,60,25,60,2,4,1,3,6,4,1,4,3,1
